Query_ID,Precision,Recall,F1,Precision@5,Precision@10,R-Precision,Reciprocal Rank,DCG@20,nDCG@20,Average Precision,Interpolated AP
Query 1,0.03581800580832527,1.0,0.0691588785046729,0.0,0.0,0.10810810810810811,0.05555555555555555,0.46307916206359123,0.06577578253303332,0.08509761714360875,0.09483415558717105
Query 2,0.015488867376573089,1.0,0.030505243088655862,0.0,0.0,0.0,0.015151515151515152,0.0,0.0,0.016401166460908587,0.017572847563219834
Query 3,0.021297192642787996,1.0,0.04170616113744075,0.0,0.0,0.0,0.023255813953488372,0.0,0.0,0.04690866499984448,0.05288318017900546
Query 4,0.022265246853823813,1.0,0.04356060606060606,0.0,0.0,0.043478260869565216,0.047619047619047616,0.0,0.0,0.06566849527625387,0.07369329559311862
Query 5,0.02516940948693127,1.0,0.04910292728989613,0.0,0.0,0.07692307692307693,0.09090909090909091,0.5066131943480828,0.07195935820413542,0.06249557860641657,0.06661970265843525
Query 6,0.012584704743465635,1.0,0.024856596558317397,0.0,0.1,0.07692307692307693,0.125,0.5468430899454879,0.10211078795039198,0.07049761725084794,0.07316279779484523
Query 7,0.01452081316553727,1.0,0.028625954198473285,0.0,0.0,0.0,0.012048192771084338,0.0,0.0,0.019511280789907222,0.022280605219744166
Query 8,0.010648596321393998,1.0,0.021072796934865898,0.0,0.1,0.09090909090909091,0.1111111111111111,0.3010299956639812,0.06242194984105966,0.02938835960329668,0.030411135335350913
Query 9,0.027105517909002903,1.0,0.05278039585296889,0.0,0.1,0.03571428571428571,0.16666666666666666,0.3562071871080222,0.05059568297461706,0.03998397956936871,0.049219014607161486
Query 10,0.023233301064859633,1.0,0.04541154210028383,0.0,0.0,0.0,0.022727272727272728,0.0,0.0,0.03565575419970055,0.04310094153307141
Query 11,0.017424975798644726,1.0,0.03425309229305424,0.0,0.0,0.0,0.020833333333333332,0.0,0.0,0.03248053039723617,0.03763206225834079
Query 12,0.008712487899322363,1.0,0.01727447216890595,0.0,0.0,0.0,0.07692307692307693,0.26264953503719357,0.061734604266276284,0.03765075589795352,0.04024208237103728
Query 13,0.02032913843175218,1.0,0.03984819734345352,0.2,0.1,0.047619047619047616,1.0,1.0,0.1420400396336573,0.09355482668533055,0.13702601142726195
Query 14,0.015488867376573089,1.0,0.030505243088655862,0.0,0.0,0.0,0.005263157894736842,0.0,0.0,0.016380012430818665,0.020907684647807564
Query 15,0.028073572120038724,1.0,0.054613935969868174,0.0,0.1,0.034482758620689655,0.1,0.2890648263178879,0.04105877938688906,0.040756791294424534,0.04639594991326164
Query 16,0.012584704743465635,1.0,0.024856596558317397,0.0,0.0,0.0,0.021739130434782608,0.0,0.0,0.02430604227359166,0.027473840173931553
Query 17,0.02032913843175218,1.0,0.03984819734345352,0.0,0.1,0.047619047619047616,0.16666666666666666,0.3562071871080222,0.05059568297461706,0.03484013000072039,0.04326320491040727
Query 18,0.01452081316553727,1.0,0.028625954198473285,0.0,0.1,0.06666666666666667,0.16666666666666666,0.5875854002677814,0.10024748581160725,0.09531707229638633,0.10558626072953699
Query 19,0.026137463697967087,1.0,0.0509433962264151,0.2,0.1,0.07407407407407407,0.3333333333333333,0.7626495350371936,0.10832677018327329,0.06122595667590289,0.07644960321463991
Query 20,0.0377541142303969,1.0,0.07276119402985073,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.038828298655727345,0.04489026028930453
Query 21,0.026137463697967087,1.0,0.0509433962264151,0.0,0.2,0.14814814814814814,0.16666666666666666,1.18199322270464,0.16789036419968137,0.06463509821437559,0.07802210600189051
Query 22,0.02420135527589545,1.0,0.04725897920604914,0.0,0.0,0.04,0.05263157894736842,0.23137821315975915,0.032864970567577,0.03878482364935872,0.04489709686699312
Query 23,0.0377541142303969,1.0,0.07276119402985073,0.4,0.4,0.15384615384615385,1.0,2.7942360282199017,0.39689339619414804,0.15958214384132186,0.19270103350051268
Query 24,0.021297192642787996,1.0,0.04170616113744075,0.0,0.0,0.09090909090909091,0.06666666666666667,0.48137821315975915,0.06837498047599133,0.0512895521910854,0.05484361399297313
Query 25,0.023233301064859633,1.0,0.04541154210028383,0.0,0.0,0.0,0.04,0.0,0.0,0.04357720115575157,0.05026528264179897
Query 26,0.027105517909002903,1.0,0.05278039585296889,0.0,0.1,0.03571428571428571,0.14285714285714285,0.3333333333333333,0.04734667987788577,0.04130430833142549,0.047885706467548486
Query 27,0.017424975798644726,1.0,0.03425309229305424,0.0,0.0,0.0,0.015384615384615385,0.0,0.0,0.018280662886988045,0.02154326404565886
Query 28,0.0377541142303969,1.0,0.07276119402985073,0.0,0.0,0.10256410256410256,0.07142857142857142,0.4913669381764537,0.06979377937325233,0.07181659271429013,0.07705421070875791
Query 29,0.03581800580832527,1.0,0.0691588785046729,0.2,0.1,0.10810810810810811,0.3333333333333333,0.75,0.10653002972524298,0.07358647249856007,0.09073391519036314
Query 30,0.013552758954501452,1.0,0.02674307545367717,0.0,0.1,0.07142857142857142,0.1,0.2890648263178879,0.051514328895695904,0.02924501000190116,0.03115369554892643
